a11,a12,a21,a22,b11,b12,b21,b22,c11,c12,c21,c22
20,0,-12,10,-5,4,11,-4,-100,80,170,-88
11,-13,7,-11,20,12,-10,-9,350,249,250,183
9,-15,6,-20,16,8,19,6,-141,-18,-284,-72
12,-5,-7,-18,7,-4,-20,18,184,-138,311,-296
10,1,11,14,4,4,19,-19,59,21,310,-222
9,-18,9,15,-6,-11,8,-16,-198,189,66,-339
-6,-8,-3,-16,-11,-8,2,17,50,-88,1,-248
-4,-2,-16,-3,10,13,-7,-18,-26,-16,-139,-154
0,12,6,-3,-9,-19,7,17,84,204,-75,-165
14,-1,8,6,-15,8,2,7,-212,105,-108,106
7,3,2,0,-3,1,17,-13,30,-32,-6,2
14,-16,14,-19,-4,10,-1,14,-40,-84,-37,-126
18,-17,11,-17,7,-6,-12,3,330,-159,281,-117
7,7,-9,4,12,-1,17,-12,203,-91,-40,-39
16,-15,15,-14,-4,-19,-15,-4,161,-244,150,-229
-2,-9,5,16,17,-8,-7,-18,29,178,-27,-328
6,-10,9,7,4,-6,-17,-5,194,14,-83,-89
16,19,0,-3,-7,13,-13,-4,-359,132,39,12
-1,11,-14,-19,7,-4,18,-3,191,-29,-440,113
-19,-17,-15,3,-2,-5,18,16,-268,-177,84,123
-16,1,19,-15,-19,-20,5,12,309,332,-436,-560
17,-6,-13,-18,11,-20,-9,14,241,-424,19,8
-20,14,2,11,-18,-18,8,-3,472,318,52,-69
1,15,-16,-10,18,10,2,-2,48,-20,-308,-140
-2,2,1,-4,7,-9,-9,3,-32,24,43,-21
-2,3,13,10,14,16,9,-5,-1,-47,272,158
1,-14,12,-10,7,-3,-5,-6,77,81,134,24
-13,13,6,-7,12,-19,-3,-6,-195,169,93,-72
5,-5,0,2,1,-4,-3,-15,20,55,-6,-30
-15,-8,19,-8,2,14,1,2,-38,-226,30,250
-7,-13,11,-4,-20,6,-17,3,361,-81,-152,54
9,-20,-3,-2,8,-16,-16,-4,392,-64,8,56
1,-6,13,20,17,17,-12,-4,89,41,-19,141
14,13,14,14,8,-6,6,3,190,-45,196,-42
19,8,-7,-6,13,17,8,1,311,331,-139,-125
-1,0,16,17,-4,20,-13,13,4,-20,-285,541
12,-10,0,-5,11,1,-6,-16,192,172,30,80
0,-12,8,-18,-3,3,-15,18,180,-216,246,-300
-4,-16,-13,-9,3,-16,-8,13,116,-144,33,91
-2,11,9,13,-4,1,7,19,85,207,55,256
16,-19,-2,-7,10,-18,2,-18,122,54,-34,162
-5,4,12,-13,4,-6,19,5,56,50,-199,-137
11,9,3,-10,15,-14,-13,11,48,-55,175,-152
-4,3,-2,0,-13,4,6,17,70,35,26,-8
2,-20,10,8,-4,-16,17,12,-348,-272,96,-64
12,18,15,-18,7,1,19,5,426,102,-237,-75
12,-9,15,-3,15,19,-13,-18,297,390,264,339
7,2,11,12,-8,13,-7,6,-70,103,-172,215
-5,12,-18,-14,-6,18,14,-14,198,-258,-88,-128
20,-11,-19,-20,17,17,3,20,307,120,-383,-723
17,-11,-5,2,-6,0,-18,-15,96,165,-6,-30
-16,-1,4,-12,5,-19,-10,15,-70,289,140,-256
-19,10,-1,7,5,5,1,10,-85,5,2,65
11,9,-8,-20,2,8,-4,-20,-14,-92,64,336
-2,-15,12,-2,4,-15,18,-2,-278,60,12,-176
-2,12,13,-16,-20,-10,19,10,268,140,-564,-290
18,7,-8,3,-5,0,-8,11,-146,77,16,33
4,-19,18,6,-15,-15,-18,9,282,-231,-378,-216
9,13,-4,6,9,-8,9,-15,198,-267,18,-58
12,-18,6,8,-12,-5,19,18,-486,-384,80,114
-13,-10,16,-3,17,11,-8,11,-141,-253,296,143
16,3,16,-3,-11,8,-8,-3,-200,119,-152,137
-4,-12,-3,-18,-14,-4,-6,18,128,-200,150,-312
-19,-4,13,16,-1,-3,1,-13,15,109,3,-247
9,-15,0,-2,-4,13,-18,12,234,-63,36,-24
13,8,-20,1,3,19,9,11,111,335,-51,-369
6,16,-5,20,-18,-10,14,10,116,100,370,250
-3,7,0,-17,-16,-8,-6,12,6,108,102,-204
5,2,-10,-13,-9,12,17,5,-11,70,-131,-185
-1,12,-15,1,5,-11,12,19,139,239,-63,184
-20,13,17,4,-4,-12,14,-4,262,188,-12,-220
6,5,-10,-12,-20,-15,-9,-16,-165,-170,308,342
17,13,7,1,-3,5,0,14,-51,267,-21,49
9,17,-8,10,18,5,9,-16,315,-227,-54,-200
-8,-5,-6,6,11,-2,-14,15,-18,-59,-150,102
-15,-15,-4,-17,12,15,-16,-18,60,45,224,246
-3,15,13,19,9,-13,3,16,18,279,174,135
-16,-7,19,19,20,18,-13,-20,-229,-148,133,-38
3,4,-5,2,11,-9,-15,14,-27,29,-85,73
-3,-1,-20,13,19,-14,16,15,-73,27,-172,475
-16,5,-10,-7,-14,-11,19,12,319,236,7,26
20,-10,-1,2,-5,4,-3,10,-70,-20,-1,16
18,14,3,19,-13,0,-1,-7,-248,-98,-58,-133
9,-15,14,1,11,14,2,-2,69,156,156,194
-13,-5,-7,-20,-12,-12,-14,1,226,151,364,64
-9,-10,20,-8,4,3,-15,4,114,-67,200,28
6,-2,-14,-4,-11,16,19,20,-104,56,78,-304
-6,-7,-10,9,-20,6,-19,-9,253,27,29,-141
5,-5,5,-1,12,14,10,-19,10,165,50,89
-9,-2,-15,-5,0,-7,-8,-11,16,85,40,160
13,5,-4,-7,-10,17,-10,18,-180,311,110,-194
8,1,-9,-12,-15,-9,-7,1,-127,-71,219,69
7,6,12,18,-20,-11,20,-13,-20,-155,120,-366
20,17,-11,13,-12,-5,9,6,-87,2,249,133
-5,5,-10,-17,14,-9,-12,-9,-130,0,64,243
-7,20,8,-16,5,-7,12,16,205,369,-152,-312
-6,-15,7,-7,-6,18,18,-13,-234,87,-168,217
-7,6,-20,-4,3,-2,-15,8,-111,62,0,8
-20,20,19,-18,11,-20,-3,-11,-280,180,263,-182
7,5,9,6,-2,11,9,-8,31,37,36,51
-8,11,8,8,-13,8,-13,-6,-39,-130,-208,16
20,5,10,-14,-16,-3,1,-17,-315,-145,-174,208
-7,-6,-5,7,8,-11,-19,-12,58,149,-173,-29
-11,-11,16,9,5,-6,-17,7,132,-11,-73,-33
-10,15,9,-19,15,-17,20,-18,150,-100,-245,189
15,-15,-12,-19,13,11,14,-19,-15,450,-422,229
-20,-8,8,-19,3,20,11,3,-148,-424,-185,103
-18,-1,-14,2,-19,5,12,11,330,-101,290,-48
-8,-17,-1,-13,-7,0,8,2,-80,-34,-97,-26
7,13,11,-18,20,16,9,-12,257,-44,58,392
-1,-4,-8,7,3,0,-3,17,9,-68,-45,119
-10,-14,-14,15,-2,19,-16,-5,244,-120,-212,-341
-20,2,-6,6,17,4,-12,-17,-364,-114,-174,-126
9,-17,19,-11,-7,-2,15,10,-318,-188,-298,-148
-7,-9,14,13,-4,2,-17,-4,181,22,-277,-24
18,-20,-1,14,-5,19,11,11,-310,122,159,135
14,3,-7,-4,4,-16,0,13,56,-185,-28,60
14,-3,6,-2,-16,6,4,18,-236,30,-104,0
-10,-19,-8,-12,-9,-4,-11,-2,299,78,204,56
-18,13,7,-5,17,-12,15,-20,-111,-44,44,16
12,-6,-8,8,0,-18,17,18,-102,-324,136,288
-18,-16,10,3,15,-6,-12,3,-78,60,114,-51
11,5,-19,0,20,1,-7,10,185,61,-380,-19
19,9,-1,-18,-4,-10,15,-19,59,-361,-266,352
3,-5,9,-9,-16,9,18,-5,-138,52,-306,126
-18,-2,19,14,2,5,3,-10,-42,-70,80,-45
10,18,-14,19,19,14,19,5,532,230,95,-101
-10,-5,-8,-6,-18,5,-1,18,185,-140,150,-148
11,-19,-16,13,12,16,10,14,-58,-90,-62,-74
19,10,-18,-1,-1,0,9,3,71,30,9,-3
9,4,-6,-17,7,-5,-20,2,-17,-37,298,-4
2,-16,20,20,-19,-6,13,7,-246,-124,-120,20
-8,-11,20,-13,-3,5,-8,1,112,-51,44,87
-1,0,-18,-2,-2,3,16,-5,2,-3,4,-44
-16,4,-7,-5,9,5,2,5,-136,-60,-73,-60
17,1,6,-14,1,-5,-18,4,-1,-81,258,-86
-12,-18,-18,9,18,-11,-8,15,-72,-138,-396,333
-2,-14,-2,-6,9,-5,-4,8,38,-102,6,-38
-5,9,20,5,-6,7,1,18,39,127,-115,230
-6,-12,13,-5,-8,20,7,-19,-36,108,-139,355
11,3,-1,3,-2,12,4,16,-10,180,14,36
-10,6,9,-2,12,6,15,13,-30,18,78,28
-15,-12,-17,5,-12,20,-4,1,228,-312,184,-335
9,4,-16,-19,-11,6,18,18,-27,126,-166,-438
1,-11,17,10,18,15,19,-15,-191,180,496,105
11,-6,7,10,-13,7,13,-19,-221,191,39,-141
9,4,19,6,18,-8,-16,-20,98,-152,246,-272
-7,18,12,-3,-14,-10,-18,2,-226,106,-114,-126
-18,3,8,16,4,-16,-13,-7,-111,267,-176,-240
10,-1,3,8,-11,-12,-15,0,-95,-120,-153,-36
-9,-8,8,13,-10,3,-16,-2,218,-11,-288,-2
-6,19,-19,15,17,18,-19,4,-463,-32,-608,-282
-20,-5,13,-17,14,11,-3,7,-265,-255,233,24
9,17,-6,18,11,-9,-5,-15,14,-336,-156,-216
-11,-13,-4,-12,-5,6,-15,11,250,-209,200,-156
18,6,16,11,8,9,11,1,210,168,249,155
-18,11,2,-8,2,1,-12,17,-168,169,100,-134
13,-8,-16,5,20,9,-14,-7,372,173,-390,-179
-17,-14,-16,-19,-3,-8,-15,-16,261,360,333,432
-10,-2,4,1,-15,16,-6,13,162,-186,-66,77
-15,-7,-4,-20,-2,-18,5,-4,-5,298,-92,152
-16,-14,20,-3,-4,-19,-18,-4,316,360,-26,-368
-20,8,8,8,7,-7,-9,-17,-212,4,-16,-192
-4,9,-12,7,-7,12,14,5,154,-3,182,-109
-15,-19,9,15,1,-16,-20,0,365,240,-291,-144
-9,13,-7,4,3,-5,2,-6,-1,-33,-13,11
1,-6,-5,-19,-18,4,13,19,-96,-110,-157,-381
10,-1,-12,2,13,12,6,-19,124,139,-144,-182
10,7,10,20,1,5,17,1,129,57,350,70
18,6,-15,-5,-10,16,-8,-3,-228,270,190,-225
16,-1,12,12,-13,9,10,5,-218,139,-36,168
11,-14,3,16,14,16,18,9,-98,50,330,192
-5,16,3,5,17,-17,8,-17,43,-187,91,-136
-8,7,-20,10,19,-9,-20,-7,-292,23,-580,110
-12,-1,11,-18,15,12,1,-7,-181,-137,147,258
9,-14,-7,-13,19,-5,4,13,115,-227,-185,-134
-7,-19,-2,-18,4,-8,-2,-3,10,113,28,70
-5,-8,0,7,-8,17,9,5,-32,-125,63,35
-14,1,-11,-20,18,7,-13,-17,-265,-115,62,263
15,14,11,-3,3,-3,20,-6,325,-129,-27,-15
6,-6,4,7,20,5,-17,-4,222,54,-39,-8
5,9,-1,-10,16,-2,0,2,80,8,-16,-18
16,-19,-2,-14,6,-7,1,3,77,-169,-26,-28
-11,5,-3,13,10,-18,-8,4,-150,218,-134,106
16,16,-1,-4,16,-11,-17,18,-16,112,52,-61
-16,5,-3,5,3,-19,16,-10,32,254,71,7
20,14,16,-20,19,-1,8,13,492,162,144,-276
0,14,3,19,-11,1,6,-2,84,-28,81,-35
8,10,12,-4,-17,6,13,-14,-6,-92,-256,128
13,7,-20,0,10,-12,11,-3,207,-177,-200,240
5,8,8,-19,-8,-1,-18,-9,-184,-77,278,163
0,1,13,14,-20,-12,-15,-9,-15,-9,-470,-282
9,-7,-8,13,-19,9,-14,4,-73,53,-30,-20
-3,-14,12,7,-19,-5,0,3,57,-27,-228,-39
6,12,3,-5,-12,-6,-7,-9,-156,-144,-1,27
15,17,-17,-3,-19,-1,13,9,-64,138,284,-10
-12,-8,-9,17,7,-19,-8,-7,-20,284,-199,52
5,-13,-3,-16,-20,15,-3,-6,-61,153,108,51
10,-3,-19,1,-1,19,6,15,-28,145,25,-346
6,-7,-7,5,3,-12,-18,-2,144,-58,-111,74
11,19,-6,-4,12,20,13,18,379,562,-124,-192
-20,-2,-11,4,4,-17,20,16,-120,308,36,251
-2,-5,9,8,12,14,-5,-5,1,-3,68,86
-17,11,3,-8,16,16,14,-9,-118,-371,-64,120
-18,-6,-2,9,-16,5,-10,-3,348,-72,-58,-37
-14,0,18,-13,7,4,-17,-12,-98,-56,347,228
6,10,1,6,11,14,-9,-19,-24,-106,-43,-100
3,16,-14,-1,-7,1,2,17,11,275,96,-31
3,-11,10,0,-20,-3,-15,-20,105,211,-200,-30
-4,-1,13,0,8,-18,13,-19,-45,91,104,-234
-6,-8,-16,8,12,-17,-11,7,16,46,-280,328
-3,-1,14,5,-13,-7,2,8,37,13,-172,-58
3,-11,-13,18,-20,-7,2,18,-82,-219,296,415
-11,-2,-15,-3,-7,17,7,-5,63,-177,84,-240
-6,-16,2,12,16,-17,6,-2,-192,134,104,-58
-20,-10,-8,3,-11,-11,6,18,160,40,106,142
11,-4,-11,20,-12,-20,8,20,-164,-300,292,620
-20,-19,2,-15,-17,-11,-3,-2,397,258,11,8
10,-8,-19,-11,-9,5,15,-11,-210,138,6,26
5,-18,2,16,-19,-12,3,0,-149,-60,10,-24
-7,-4,-1,-10,16,14,-7,0,-84,-98,54,-14
-18,18,-17,5,3,14,-6,-14,-162,-504,-81,-308
-1,0,10,-16,-2,-5,-11,10,2,5,156,-210
-15,2,2,0,-2,-3,-11,1,8,47,-4,-6
-13,16,16,-11,10,-18,15,7,110,346,-5,-365
-3,10,17,-13,-12,4,11,-7,146,-82,-347,159
14,-7,-4,14,-14,19,19,11,-329,189,322,78
-1,-10,0,2,-16,9,-16,-2,176,11,-32,-4
-16,-9,2,-1,0,-14,-3,8,27,152,3,-36
-9,-9,-10,-13,14,-18,7,16,-189,18,-231,-28
-9,-14,-11,6,-16,15,-15,-16,354,89,86,-261
7,17,-20,-11,-16,-7,20,-15,228,-304,100,305
6,3,14,8,14,-7,19,10,141,-12,348,-18
12,6,-11,6,13,7,9,12,210,156,-89,-5
18,19,-10,-12,-20,15,11,6,-151,384,68,-222
-14,-13,19,1,7,-9,-8,-9,6,243,125,-180
8,-13,-18,1,3,-9,8,-5,-80,-7,-46,157
16,19,1,-12,15,-5,12,10,468,110,-129,-125
-6,12,5,-3,20,14,-14,8,-288,12,142,46
-8,-20,-11,7,-13,-17,19,-10,-276,336,276,117
10,-7,6,17,-7,8,11,15,-147,-25,145,303
-8,-3,-18,5,-1,0,4,19,-4,-57,38,95
-18,-4,-1,5,-3,-19,-8,-12,86,390,-37,-41
17,-4,15,3,-20,18,3,-5,-352,326,-291,255
15,10,6,-16,1,16,-9,12,-75,360,150,-96
-1,20,18,0,4,-9,-14,9,-284,189,72,-162
10,14,-4,13,-8,20,17,17,158,438,253,141
-2,0,1,-5,-16,18,-16,20,32,-36,64,-82
13,5,6,-14,1,13,16,-10,93,119,-218,218
-11,-9,10,-2,-5,-8,15,-16,-80,232,-80,-48
-7,-7,-5,-13,20,7,-9,1,-77,-56,17,-48
7,-5,-5,0,-16,-13,9,5,-157,-116,80,65
-2,-9,3,15,9,-15,-18,-3,144,57,-243,-90
10,-4,17,16,-5,-16,-8,13,-18,-212,-213,-64
0,-13,-16,16,-10,-13,14,20,-182,-260,384,528
-10,6,1,-9,-14,14,7,5,182,-110,-77,-31
-13,-3,3,3,-1,-4,9,-5,-14,67,24,-27
-5,13,7,0,14,-8,16,-2,138,14,98,-56
12,-8,14,-10,9,-3,15,1,-12,-44,-24,-52
2,-6,-13,8,4,17,11,4,-58,10,36,-189
-5,-7,11,-13,-20,1,14,-10,2,65,-402,141
-6,-20,-9,0,11,13,-5,-17,34,262,-99,-117
-12,2,-17,-16,12,-10,-6,7,-156,134,-108,58
-18,-16,-20,17,-12,-15,-11,17,392,-2,53,589
-12,-12,-9,-17,20,19,20,15,-480,-408,-520,-426
-19,11,11,-10,-8,0,-4,9,108,99,-48,-90
18,13,-10,-8,16,-9,-13,-5,119,-227,-56,130
1,-17,1,-6,15,9,-2,6,49,-93,27,-27
-15,14,-17,13,7,-20,9,8,21,412,-2,444
0,11,14,2,-2,11,-17,-11,-187,-121,-62,132
-9,19,-11,-20,11,-10,-6,8,-213,242,-1,-50
6,4,-6,0,13,19,-4,18,62,186,-78,-114
10,-11,9,-2,-5,-12,10,14,-160,-274,-65,-136
2,19,10,7,-12,-13,12,-18,204,-368,-36,-256
-10,-14,16,18,-5,20,-5,-13,120,-18,-170,86
-12,2,2,11,-4,-18,-6,-11,36,194,-74,-157
-3,7,0,-6,12,14,-7,20,-85,98,42,-120
-14,-17,9,4,-6,5,11,-12,-103,134,-10,-3
-17,0,12,11,12,7,-17,-14,-204,-119,-43,-70
-5,13,-10,17,2,5,1,16,3,183,-3,222
-7,-1,-8,6,8,-18,-15,-16,-41,142,-154,48
-14,2,13,-16,9,9,15,-13,-96,-152,-123,325
-8,-16,14,-17,1,12,-17,-17,264,176,303,457
-2,-14,18,-13,-12,-3,11,-5,-130,76,-359,11
10,11,13,1,1,13,-14,-4,-144,86,-1,165
4,19,13,6,10,16,9,10,211,254,184,268
-18,9,-19,-17,-18,-7,7,3,387,153,223,82
18,-4,13,9,-19,11,12,12,-390,150,-139,251
7,-1,1,-13,15,-15,14,-1,91,-104,-167,-2
-11,16,-3,7,-6,16,1,11,82,0,25,29
-4,13,14,-3,19,4,18,5,158,49,212,41
-13,-7,-5,-13,-13,12,9,14,106,-254,-52,-242
-11,-16,17,-9,14,-15,-2,2,-122,133,256,-273
0,-15,11,5,-16,-20,-1,20,15,-300,-181,-120
-15,19,12,-8,-12,0,1,-7,199,-133,-152,56
-3,6,0,-3,-5,-5,10,18,75,123,-30,-54
-5,17,20,12,-6,-8,20,18,370,346,120,56
-5,18,0,-7,5,-19,-18,5,-349,185,126,-35
-7,-9,-18,-3,-19,5,-19,-16,304,109,399,-42
15,-3,-19,14,-1,-1,-10,-5,15,0,-121,-51
20,18,20,19,19,-12,-12,6,164,-132,152,-126
15,11,-11,-14,-19,17,10,-16,-175,79,69,37
-5,-8,15,-16,2,18,15,-18,-130,54,-210,558
14,0,-16,-15,-1,2,-9,20,-14,28,151,-332
-4,-18,-13,14,-12,4,14,-1,-204,2,352,-66
9,-1,-9,0,-12,-8,-7,14,-101,-86,108,72
-7,7,3,1,2,4,-4,-6,-42,-70,2,6
5,-2,-13,17,19,19,19,-17,57,129,76,-536
15,-18,-4,14,5,2,10,-8,-105,174,120,-120
-4,-3,-19,-15,13,12,11,14,-85,-90,-412,-438
-11,14,0,7,1,-18,-7,-1,-109,184,-49,-7
-2,0,-7,-15,18,-2,-16,4,-36,4,114,-46
18,17,4,-7,12,2,-18,19,-90,359,174,-125
0,2,-15,17,-3,-14,-15,-19,-30,-38,-210,-113
-18,0,-18,8,-16,0,-14,-3,288,0,176,-24
-11,5,13,-16,3,-16,13,-17,32,91,-169,64
12,-6,-16,4,-5,20,12,-14,-132,324,128,-376
20,6,-2,16,20,-6,-3,-1,382,-126,-88,-4
-9,15,2,-13,-8,8,-12,9,-108,63,140,-101
-16,11,-9,4,9,-17,6,11,-78,393,-57,197
4,-7,19,-2,-10,-4,-8,5,16,-51,-174,-86
1,-8,-4,-4,20,18,18,5,-124,-22,-152,-92
11,-16,-18,-18,5,13,17,-18,-217,431,-396,90
-10,6,-1,-4,-17,4,-16,-4,74,-64,81,12
-4,8,-10,12,-14,-1,8,-12,120,-92,236,-134
-19,3,-5,16,3,-4,11,-1,-24,73,161,4
-14,5,17,-7,-14,-10,17,-13,281,75,-357,-79
-17,5,0,-1,-1,8,-9,11,-28,-81,9,-11
-3,-18,-14,-20,-14,13,9,4,-120,-111,16,-262
-4,-12,17,3,17,-11,17,0,-272,44,340,-187
10,3,2,-20,-9,-13,-18,-3,-144,-139,342,34
-9,8,18,3,-5,-2,8,-18,109,-126,-66,-90
17,7,11,20,-1,-8,-20,10,-157,-66,-411,112
10,-12,9,-4,15,-14,-12,-2,294,-116,183,-118
17,-18,-13,0,20,-7,-2,14,376,-371,-260,91
-2,-12,17,-18,-9,14,20,-17,-222,176,-513,544
1,-4,12,5,-10,6,-6,-3,14,18,-150,57
-6,7,-2,14,15,10,-10,-10,-160,-130,-170,-160
18,7,-10,-6,4,12,-6,-10,30,146,-4,-60
20,-6,-16,-12,19,-17,-5,-12,410,-268,-244,416
-3,4,12,16,10,-11,13,-16,22,-31,328,-388
4,-16,0,-1,12,-10,-9,4,192,-104,9,-4
12,17,2,3,9,18,17,-12,397,12,69,0
14,-11,-17,-19,11,19,1,-14,143,420,-206,-57
-8,-4,-17,-16,-10,-20,20,-19,0,236,-150,644
0,-12,-11,-17,-19,-9,18,-4,-216,48,-97,167
0,-8,-11,-12,-11,-3,-19,-12,152,96,349,177
11,-14,-17,17,-20,13,7,15,-318,-67,459,34
-7,-5,-2,17,-16,6,-1,-6,117,-12,15,-114
-7,20,-7,11,11,-2,-18,9,-437,194,-275,113
6,-3,-14,-6,0,4,-13,4,39,12,78,-80
13,-17,-1,-16,-3,-15,15,14,-294,-433,-237,-209
-3,-14,-14,-10,-11,1,-12,-16,201,221,274,146
-19,-9,-20,-11,8,-12,14,-8,-278,300,-314,328
15,20,18,-6,-12,3,6,-8,-60,-115,-252,102
-1,-11,10,-8,7,16,13,5,-150,-71,-34,120
7,-3,3,15,-13,-16,-12,4,-55,-124,-219,12
-11,13,18,-4,20,1,-1,-8,-233,-115,364,50
10,16,0,-17,-7,4,-7,-15,-182,-200,119,255
-9,11,-17,1,-12,-5,-20,-3,-112,12,184,82
9,-7,20,-1,-6,-9,10,-13,-124,10,-130,-167
-18,13,-12,6,-8,3,-10,-13,14,-223,36,-114
12,-2,13,4,1,-10,-3,-17,18,-86,1,-198
0,-7,-17,-15,-16,-2,-16,-14,112,98,512,244
-10,14,-1,-17,20,10,9,2,-74,-72,-173,-44
-7,-13,-8,12,8,-10,-2,14,-30,-112,-88,248
-19,5,-18,-20,20,-16,3,5,-365,329,-420,188
20,15,-15,15,-7,18,-10,10,-290,510,-45,-120
18,-2,8,14,-9,-11,10,-10,-182,-178,68,-228
-8,-5,-18,-3,-7,17,-6,-10,86,-86,144,-276
-8,7,10,12,-2,-7,-20,5,-124,91,-260,-10
-18,15,-6,-16,2,6,-5,-11,-111,-273,68,140
13,-20,-12,-9,20,-18,-10,9,460,-414,-150,135
-16,-3,1,20,17,1,-19,-18,-215,38,-363,-359
-15,-20,8,16,3,10,-1,0,-25,-150,8,80
18,3,-20,-20,-15,-2,7,-12,-249,-72,160,280
-20,19,-4,-20,-15,19,-7,14,167,-114,200,-356
12,2,19,19,5,-10,19,-13,98,-146,456,-437
7,-2,-5,2,-13,2,-2,-19,-87,52,61,-48
6,-20,17,-13,-9,2,-4,-17,26,352,-101,255
-20,-1,10,-14,-6,4,10,0,110,-80,-200,40
-3,18,15,18,2,19,4,11,66,141,102,483
13,11,-14,16,0,-16,2,-20,22,-428,32,-96
14,-13,-14,-8,-1,8,-11,14,129,-70,102,-224
11,-10,2,-20,-19,5,-18,-15,-29,205,322,310
3,20,10,4,-16,0,3,5,12,100,-148,20
-1,11,17,-12,6,13,-20,-15,-226,-178,342,401
-2,0,-17,17,11,5,-17,-6,-22,-10,-476,-187
4,20,-5,7,7,18,-1,18,8,432,-42,36
-12,10,0,16,5,-18,-9,-16,-150,56,-144,-256
15,-6,-1,18,-18,11,-14,6,-186,129,-234,97
-13,5,-8,-18,-2,-20,14,-6,96,230,-236,268
-13,-18,20,-13,16,-12,8,20,-352,-204,216,-500
-6,14,-20,-6,-17,17,9,-5,228,-172,286,-310
18,5,3,-16,-12,16,-10,-17,-266,203,124,320
17,-19,1,-6,4,-7,-19,-1,429,-100,118,-1
2,-16,9,-8,14,19,9,18,-116,-250,54,27
-5,13,-9,3,9,1,-8,-6,-149,-83,-105,-27
3,18,17,-6,-14,3,19,-9,300,-153,-352,105
-6,5,1,-17,14,10,0,-17,-84,-145,14,299
-15,5,-17,-7,-18,-9,17,4,355,155,187,125
17,-5,-12,-11,7,-3,-16,-11,199,4,92,157
14,2,16,-5,20,-6,-8,8,264,-68,360,-136
-7,7,-11,2,-3,-7,-11,12,-56,133,11,101
-15,0,-5,-11,-2,-3,0,-3,30,45,10,48
-19,-12,-17,-11,14,17,-17,12,-62,-467,-51,-421
-7,5,1,17,19,-19,12,0,-73,133,223,-19
-9,1,-5,17,-5,-19,6,-13,51,158,127,-126
13,-13,-4,-12,7,8,-11,-14,234,286,104,136
5,16,-11,-20,14,-10,-6,-8,-26,-178,-34,270
8,10,14,-3,-2,-10,4,2,24,-60,-40,-146
17,20,-6,-14,0,-9,18,-16,360,-473,-252,278
-4,15,9,16,-3,8,17,10,267,118,245,232
-20,1,11,4,-10,-11,20,4,220,224,-30,-105
5,-1,-7,2,8,-14,13,8,27,-78,-30,114
3,5,6,16,-10,5,11,-13,25,-50,116,-178
-18,-18,15,7,-11,-3,-16,-11,486,252,-277,-122
-1,11,-5,13,1,19,0,-13,-1,-162,-5,-264
-10,-6,-14,-2,-2,2,4,-16,-4,76,20,4
-6,-3,8,-17,0,3,15,-9,-45,9,-255,177
-3,-2,-18,-12,7,3,-18,16,15,-41,90,-246
-4,-3,-6,6,20,-13,-11,-11,-47,85,-186,12
11,-5,20,4,-16,-17,-4,-6,-156,-157,-336,-364
6,-7,14,13,13,-2,-14,-4,176,16,0,-80
-16,14,-17,-15,-19,1,3,20,346,264,278,-317
-4,-7,18,-2,6,5,-17,-18,95,106,142,126
-8,-7,-11,1,18,7,-16,9,-32,-119,-214,-68
19,20,-11,20,11,18,3,-16,269,22,-61,-518
18,-5,-5,12,-15,20,18,-12,-360,420,291,-244
1,4,6,20,-3,-12,16,9,61,24,302,108
-6,-8,10,8,-8,-2,1,-3,40,36,-72,-44
17,-7,-17,-16,14,7,-9,-12,301,203,-94,73
-18,6,-15,18,13,18,-5,-3,-264,-342,-285,-324
-11,4,5,-5,-12,8,3,-11,144,-132,-75,95
-15,-4,-5,17,2,-8,-4,2,-14,112,-78,74
6,12,13,10,12,-14,3,-18,108,-300,186,-362
-11,15,-18,-6,-18,19,8,14,318,1,276,-426
15,12,-17,11,-3,18,0,-3,-45,234,51,-339
-14,2,-17,-16,-5,-9,14,-2,98,122,-139,185
-11,15,-8,-20,19,-1,14,-1,1,-4,-432,28
10,-2,-16,4,-14,-18,-14,-14,-112,-152,168,232
-16,-8,-3,9,-4,-10,-14,20,176,0,-114,210
-18,19,-11,7,15,-3,-6,8,-384,206,-207,89
19,1,-17,14,10,-5,3,4,193,-91,-128,141
-17,9,-20,-6,-11,-2,-5,-7,142,-29,250,82
3,-18,10,-14,-3,18,6,-6,-117,162,-114,264
-20,-9,-10,-19,-2,-7,-9,-16,121,284,191,374
-20,19,-6,-2,5,3,-13,6,-347,54,-4,-30
-17,-4,11,-5,14,-7,8,-2,-270,127,114,-67
-17,-8,8,-18,-11,5,11,12,99,-181,-286,-176
14,-19,20,14,-14,3,-3,20,-139,-338,-322,340
13,20,17,-18,-6,8,-18,-3,-438,44,222,190
-3,8,7,-9,15,10,-18,-19,-189,-182,267,241
14,-9,12,8,17,1,-3,14,265,-112,180,124
20,-18,18,-6,14,9,2,16,244,-108,240,66
12,-8,17,-16,8,1,-2,14,112,-100,168,-207
-7,11,9,15,20,20,12,-6,-8,-206,360,90
15,-9,6,-17,3,-15,6,-16,-9,-81,-84,182
6,7,15,12,-2,-20,13,0,79,-120,126,-300
-7,20,-13,-15,19,-14,9,-1,47,78,-382,197
0,-1,20,-5,12,-18,-6,-2,6,2,270,-350
-10,17,-20,7,12,-5,-16,-16,-392,-222,-352,-12
-18,-15,11,-2,2,-16,20,-8,-336,408,-18,-160
14,10,5,-2,8,1,-3,-10,82,-86,46,25
-2,16,-19,-20,-1,13,-19,-14,-302,-250,399,33
7,-16,17,-8,4,3,-6,-2,124,53,116,67
